SOURCE_ID,COUNTRY_CODE,SOURCE_NAME,PUBLISHER,SOURCE_TYPE,ANNOUNCEMENT_DATE,LINK,SOURCE_SUMMARY,NOTES,INCLUDE_IN_TOOL
28,AUS,2022 Integrated System Plan,AEMO,Official projections,2022-06-30,https://aemo.com.au/energy-systems/major-publications/integrated-system-plan-isp/2022-integrated-system-plan-isp,"The AEMO's Integrated System Plan lays out a pathway for Australia to reach its net-zero by 2050 goal and 82% of renewables. While this plan is not a legislative target, it informs electricity market stakeholders' investment decision-making, electricity market design and other relevant policy decisions.","We use the ""Step change scenario"", which is the most likely pathway. Data is from its ""Generation outlook"" - Final ISP results - Scenarios - 2022 Final ISP results workbook - Step Change - Updated Inputs.xlsx.
This data is given in financial years that end in June.
 We take the beginning year of FY. Table Names: NEM Capacity by Year, NEM Generation by Technology type

Storage data includes: Utility-scale Storage, Coordinated DER Storage, Distributed Storage",FALSE
68,FRA,Transitions 2050,Ecological Transition Agency (ADEME),Official projections,2021-11-30,https://librairie.ademe.fr/cadic/6531/transitions2050-rapport-compresse2.pdf,"The Ministry conducts climate and energy projections to form the basis of national policy-making and international climate commitments. The latest study provides projected electricity production by fuel for future years.

We take data from scenario S4, which assumes that France reaches carbon neutrality by 2050, reflects all current and future policies. The renewable share % target is taken from this scenario as well, overwriting what is suggested in their NECP (40%), since this target could not be found elsewhere. ","p. 28-29 ""The AMS scenario is a strategic carbon neutrality scenario. This scenario reflects the EU's 'Fit for 55', and acts as a reference from 2023 for public policies. 

The scenario results data can be downloaded from https://data-transitions2050.ademe.fr/datasets. 
Datasets: T1, G13, G14, G16, G23, G25 ",FALSE
83,CHE,Die Energieperspektiven für die Schweiz bis 2050 – Anhang III. Energienachfrage und Elektrizitätsangebot in Zahlen; Emissionen,"Swiss Federal Department of the Environment, Transport, Energy and Communications (DETEC)",Official projections,2012-09-12,https://www.bfe.admin.ch/bfe/en/home/politik/energiestrategie-2050/dokumentation/energieperspektiven-2050.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvNjc1Mg==.html,"The Swiss Federal Office of Energy lists 3 scenarios: Business as Usual, Federal Council Measures, and New Energy Policy, in order of least to most ambitious. There are also 3 variants to the energy sources: Variant C is mainly fossil, Variant C&E is the fossil and renewable combination, and Variant E is the renewable-prioritized option. Since the country lists no explicit targets, we use the numbers reported in the modeling study conducted by the Swiss Federal Department of the Environment, Transport, Energy and Communications (DETEC). For the analysis, the “New Energy Policy” as the most ambitious scenario is used, with Variant E. It is important to note that these figures have not been updated since 2012.","p. 47, Table 3-46: ""Szenario Neue Energiepolitik, Variante E, Elektrizitätserzeugung aus neuen erneurbaren Energien (Ohne wasserkraft), Sommerhalbjahr TWh"" (listed as page 37 in the document's page order).",FALSE
86,MEX,Programas de Ampliacion y Modernizacion 2023-2037 (PAMRNT),Centro Nacional De Control De Energia (CENACE) ,Official projections,2023-01-01,https://www.cenace.gob.mx/Docs/10_PLANEACION/ProgramasAyM/Programa%20de%20Ampliaci%C3%B3n%20y%20Modernizaci%C3%B3n%20de%20la%20RNT%20y%20RGD%202023%20%E2%80%93%202037.pdf,"CENACE conducts forecasts electricity demand and production based on the power generation capacity development programs (PIIRCE) specified by SENER. While their projections are not binding, the generation forecasts can be used as a proxy for its share of renewables target for 2030. 

Since the capacity installation plans in PRODESEN are given only as a graph, we take data from this report for planned capacity by 2030. The generation forecasts are given only as a graph. We use Webplotdigitiser to extract data. Hence, the share of renewables target may contain errors. ","p. 40 Figura 4.9.3 - Capacity in 2030 (also includes green hydrogen target)
p. 41 Figura 4.9.4 - Generation (data extracted with Webplotdigitiser)
p. 122 Figura 6.7 - Forecast gross consumption 2030",FALSE
92,DEU,Ausbau erneuerbarer Energien massiv beschleunigen,German Federal Government,Official projections,2023-03-01,https://www.bundesregierung.de/breg-de/schwerpunkte/klimaschutz/novelle-eeg-gesetz-2023-2023972,"The German Federal government published an explainer of the new EEG 2023, as the new law came into force on January 2023. In this document, the German government reiterates its ambition to produce at least 600TWh of renewables by 2030 and provides a projection for total electricity production in 2030 (800TWh). ","""Um das neue Ausbauziel für Wind- und Solarstrom zu erreichen, werden die Ausschreibungsmengen für die Zeit bis 2028/29 deutlich erhöht. Bis 2030 sollen mindestens 80 Prozent des Stromverbrauchs in Deutschland aus erneuerbaren Energien stammen. Das bedeutet fast eine Verdoppelung des Anteils am Gesamtstromverbrauch. Denn bis zum Ende dieses Jahrzehnts wird die Stromproduktion von 600 Terawattstunden auf 800 Terawattstunden steigen – für mehr elektrifizierte Industrieprozesse, Wärme und Elektromobilität.""

Share of generation is 600 TWh of renewable generation divided by the 800 TWh total.",FALSE
103,FRA,Energy futures 2050: production mix scenarios under study to achieve carbon neutrality by 2050,RTE,Official projections,2022-06-24,https://www.rte-france.com/analyses-tendances-et-prospectives/bilan-previsionnel-2050-futurs-energetiques,"In 2022, the French transmissison systems operator, RTE, conducted a follow-up study on their power mix scenario analysis for carbon neutrality by 2050, titled ""Energy Futures 2050"". Since France's latest energy plans do not provide targets for hydro, bio and other renewables, we take data from this study as a proxy. All scenarios provide same results for this fuel category.",,FALSE
104,DEU,Long-term scenarios for the transformation of the energy system in Germany,Federal Ministry for Economic Affairs and Climate Protection,Official projections,2022-11-01,https://langfristszenarien.de/enertile-explorer-de/szenario-explorer/angebot.php,"The Federal Ministry for Economic Affairs and Climate Protection conducts “Long-term scenarios for the transformation of the energy system in Germany” to model future development of the energy system under the latest the energy and climate policy goals. The results from the T45 scenario (pathway to reach carbon neutrality by 2045) match the targets provided by the Easter Package 2023. Since not all capacity targets are given in the Easter Package, we use this source to fill the capacity target gap. ",Capacity data is taken from T45-Strom scenario. ,FALSE
117,IRL,CAP23 Emissions Analysis,EirGrid Group,Official projections,2022-12-01,https://www.gov.ie/pdf/?file=https://assets.gov.ie/245172/2c2fd729-261b-4b64-af5e-c7f5f8d18924.pdf#page=null,"EirGrid Group provided a scenario analysis of demand increase and renewable capacity growth to support the writing of Climate Action Plan 2023. This study provides projected capacity of hydro, bio and other renewables by 2030 under the new policy, which shows no growth in the next decade. ""Bioenergy"" includes ""Waste"".","Data sheet stored in Dropbox. Data from p. 12 in the CAP23 Emissions document.
Bioenergy from p. 16",FALSE
118,POL,"SCENARIO 3. FOR PRECONSULATION OF THE KPEIK/PEP2040 UPDATE Analysis for the electricity sector, taking into account the change in the political and economic situation after Russia's invasion of Ukraine",The Ministry of Climate and Environment,Official projections,2023-06-01,https://www.gov.pl/web/klimat/prekonsultacje-w-zkresie-aktualizacji-dokumentow-strategicznych-kpeikpep2040,"The government of Poland is undergoing the drafting process for the Polish Energy Policy 2040 (PEP2040) and NECP. A scenario analysis was conducted to inform this process, which would form the basis of updating national energy policies. Although the consultation process is not finished yet, we take the data from the scenario analysis as a proxy for its updated target. ","Installed capacity: p.17, Table 7
Generation: p.20, Table 9",FALSE
196,NLD,TenneT’s Position on Battery Energy Storage Systems (BESS),TenneT,Official projections,2024-08-26,https://www.tennet.eu/battery-energy-storage-systems-bess,"TenneT, the national transmission system operator (TSO) of the Netherlands has prepared a strategy document to operate the grid and maintain grid balance in the future from 2025 to 2030. TenneT's projections show that The Netherlands will need to have at least 9 GW of large-scale battery energy storage system (BESS) capacity connected to its grid by 2030 to secure uninterrupted and reliable grid operations","pg. 14, Battery assumptions, as taken into account in TenneT’s investment plan 2024",FALSE
21,IDN,Just Energy Transition Partnership (JETP),JETP,Policy proposal,2023-01-02,https://www.aseanbriefing.com/news/indonesias-just-energy-transition-partnership/,"Indonesia's JETP set an objective to reach net-zero emissions in the power sector by 2050, and reach 34% renewables in the power mix by 2030. ",,FALSE
13,CHN,China poised to double wind and solar capacity five years ahead of 2030 target,Global Energy Monitor,Third-party studies,2023-06-28,https://globalenergymonitor.org/press-release/china-poised-to-double-wind-and-solar-capacity-five-years-ahead-of-2030-target/,"According to Global Energy Monitor, China is expected to meet its 2030 target of 1,200GW five years ahead of schedule. 379GW of solar and 371 of wind capacity have been either announced or under construction, all of which are expected to be finished by 2025. China currently has 757GW of solar and wind capacity, which would bring China's solar and wind capacity close to 1500GW by 2025. ",,FALSE
122,GBR,Future Energy Scenarios (FES),ESO,Third-party studies,2023-07-01,https://www.nationalgrideso.com/future-energy/future-energy-scenarios/documents,"National Grid ESO is the electricity system operator for Great Britain. In their Future Energy Scenarios 2023 report, four different scenarios are outlined for Britain's future energy system up to 2050. In the analysis, data for the Leading the Way scenario is used as it provides the pathway of measures needed for the country's rapid decarbonization.","Data is taken from the FES 2023 Data Workbook link under the Documents tab, and uses figures from the ""Leading the Way"" scenario, tab: EC9 : Installed Capacity in GW",FALSE
123,LUX,Electricity Transmission Grid Scenario Report 2040,CREOS,Third-party studies,2023-03-10,https://www.creos-net.lu/fileadmin/dokumente/NEWS/pdf/2020-2023/20230310_Scenario_Report_2040.pdf,"Since Luxembourg does not report capcaity numbers in its NECP, we have referenced a study by their national grid operator, CREOS. The modelling reflects targets as assumed in the NECP Target scenario.",p. 75,FALSE
125,AUT,Ember's analysis of EU NECPs,Ember,Third-party studies,2022-12-30,,"Austria does not have capacity target. Therefore, we take Ember's estimation for Austria's wind and solar capacity in 2030 based on their NECP. We assume no growth in hydro and bioenergy. ",,FALSE
206,IRL,Shaping Our Electricity Future Roadmap,EirGrid,Third-party studies,2023-07-01,https://cms.eirgrid.ie/sites/default/files/publications/Shaping-Our-Electricity-Future-Roadmap_Version-1.1_07.23.pdf,EirGrid and SONI plan and operate the electricity system in Ireland and Northern Ireland. The Shaping Our Electricity Roadmap document captures these changes to electricity policy and informs a pathway to achieving energy and climate ambitions and objectives across both jurisdictions,,FALSE
31,ESP,Spain National Energy and Climate Plan,Ministry for the Ecological Transition and the Demographic Challeng,Undergoing legislative process,2023-06-28,https://energia.gob.es/es-es/Participacion/Paginas/DetalleParticipacionPublica.aspx?k=607,"Under the EU Regulation on the governance of energy union and climate action (EU 2018/21999), adopted in 2019 as part of the Clean Energy for All Europeans Package, all EU countries must submit 10-year national energy and climate plans (NECPs) to outline how they intend to meet the EU energy and climate targets for 2030. In line with Article 14 of the Governance Regulation, EU member countries were requried to submit their draft updated NECPS to the EU Commission. Spain submitted its draft in June 2023, with an expectation to finalise the draft by June 2024. ","Data taken from the Europe team's NECP tracking sheet. https://docs.google.com/spreadsheets/d/1T43kyFWMNTtUAF88yE6D9CgImRCr6gVG1d_5qqpm-j0/edit#gid=1093165244

p. 455 for generation, p. 500 for capacity in NECP document

Battery and storage targets are on page 139: ""The current version of the NECP raises these
forecasts to more than 22 GW in 2030""",FALSE
32,DNK,Denmark Draft update of the national energy and climate plan,Directorate-General for Communication | Directorate-General for Climate Action,Undergoing legislative process,2023-07-03,https://commission.europa.eu/publications/denmark-draft-updated-necp-2021-2030_en,"Under the EU Regulation on the governance of energy union and climate action (EU 2018/21999), adopted in 2019 as part of the Clean Energy for All Europeans Package, all EU countries must submit 10-year national energy and climate plans (NECPs) to outline how they intend to meet the EU energy and climate targets for 2030. In line with Article 14 of the Governance Regulation, EU member countries were requried to submit their draft updated NECPS to the EU Commission. Denmark submitted its draft in July 2023, with an expectation to finalise the draft by June 2024. 

Denmark’s adoption of the Climate Law in 2020 sets legally binding targets for Danish climate policy, with a goal of reducing Danish greenhouse gas emissions by 70 % in 2030 and bringing its climate neutrality target forward to 2045. In order to coordinate the preparation of Denmark’s NECP submission, a steering group comprising the Ministry of Climate, Energy and Utilities and the Danish Energy Agency has been established. The Danish Energy Agency has prepared future projections using a WEM (With Existing Measures) scenario, indicating that the share of electricity from renewable energy will increase to 117% by 2030, stating an assumption that the Danish electricity consumption can be covered entirely by renewables from 2030 onward. The increase in renewables in electricity entails an increase in wind and solar and a decrease in bioenergy. ","Data taken from the Europe team's NECP tracking sheet. https://docs.google.com/spreadsheets/d/1T43kyFWMNTtUAF88yE6D9CgImRCr6gVG1d_5qqpm-j0/edit#gid=1093165244

Denmark's NECP: SEKTION B: ANALYTISK GRUNDLAG

p.11 states plans to build an additional 9GW of offshore wind by 2030. The 2022 installed offshore was 2.3 GW, bringing the offshore total to 11.3 GW. Table 7 says 5.9 GW onshore wind, bringing the total wind to 17.2 GW.
",FALSE
33,CYP,PRELIMINARY DRAFT UPDATE CONSOLIDATED NATIONAL PLAN OF CYPRUS ON ENERGY AND CLIMATE OF CYPRUS,Directorate-General for Communication | Directorate-General for Energy,Undergoing legislative process,2023-07-27,https://commission.europa.eu/publications/cyprus-draft-updated-necp-2021-2030_en,"Under the EU Regulation on the governance of energy union and climate action (EU 2018/21999), adopted in 2019 as part of the Clean Energy for All Europeans Package, all EU countries must submit 10-year national energy and climate plans (NECPs) to outline how they intend to meet the EU energy and climate targets for 2030. In line with Article 14 of the Governance Regulation, EU member countries were requried to submit their draft updated NECPS to the EU Commission. Cyprus submitted its draft in July 2023, with an expectation to finalise the draft by June 2024. 

The draft update of the NECP does list explicit targets for capacity installations and generation for 2030, with various scenario projections. In this analysis, the WAM (With Additional Measures) Scenario is used. The additional measures partaken in the scenario include the implementation of a second phase of the State Support Plan for the promotion of storage technologies and additional funding.","Data taken from the Europe team's NECP tracking sheet. https://docs.google.com/spreadsheets/d/1T43kyFWMNTtUAF88yE6D9CgImRCr6gVG1d_5qqpm-j0/edit#gid=1093165244

NECP p. 202 Section B - WAM Scenario",FALSE
42,FIN,Finland's Integrated National Energy and Climate Plan,Ministry of Economic Affairs and Employment ,Undergoing legislative process,2023-07-02,https://commission.europa.eu/system/files/2023-07/DRAFT%20NECP%20update_Finland.pdf,"Under the EU Regulation on the governance of energy union and climate action (EU 2018/21999), adopted in 2019 as part of the Clean Energy for All Europeans Package, all EU countries must submit 10-year national energy and climate plans (NECPs) to outline how they intend to meet the EU energy and climate targets for 2030. In line with Article 14 of the Governance Regulation, EU member countries were required to submit their draft updated NECPS to the EU Commission. 

Finland does not have capacity targets for 2030, except for its non-binding offshore wind target of 1GW. Therefore, we carry the renewable capacity in 2022 forward to 2030, assuming no growth. Finland’s energy and climate policies are ambitious and legislated with the new Climate Change Act as the country aims to achieve carbon neutrality by 2035.  Finland submitted its draft in July 2023, with an expectation to finalise the draft by June 2024. The NECP update is mainly based on the 2022 National Climate and Energy Strategy document and states that it has not been possible to define the policies and measures in line with new objectives in the Government Programme due to recent parliamentary elections. Explicit targets for the years leading up to 2030 are given for technologies in RES-E, but figures for renewables in electricity generation are not demonstrated. Moreover, the NECP does state specific transmission expansions needed to incorporate nuclear, wind, and solar PV into the Finnish electricity TSO.","Data taken from the Europe team's NECP tracking sheet. 

https://docs.google.com/spreadsheets/d/1T43kyFWMNTtUAF88yE6D9CgImRCr6gVG1d_5qqpm-j0/edit#gid=1093165244 

NECP p.37 and 38: 
The electricity and heating markets are competitive industries and the central government does not therefore have a plan on how the installed capacity of each technology will develop. However, assuming 3,200 peak load hours, the wind power volume in the WEM projection in 2030 would equal an installed capacity of 7,200 MW. This is 1.3 times the installed capacity at the end of 2022. Equally, assuming 900 peak load hours for solar power, the WEM projection generation volume in 2030 would DRAFT NECP update June 2023 38 equal an installed capacity of 2,800 MW, which is more than fourfold the installed capacity at the end of 2022. The installed hydropower capacity is currently 3,200 MW and no significant change is expected in the coming years.""
",FALSE
43,PRT,NATIONAL ENERGY PLAN AND CLIMATE 2021-2030 (NECP 2030),Directorate-General for Communication,Undergoing legislative process,2023-07-13,https://commission.europa.eu/publications/portugal-draft-updated-necp-2021-2030_en,"Under the EU Regulation on the governance of energy union and climate action (EU 2018/21999), adopted in 2019 as part of the Clean Energy for All Europeans Package, all EU countries must submit 10-year national energy and climate plans (NECPs) to outline how they intend to meet the EU energy and climate targets for 2030. In line with Article 14 of the Governance Regulation, EU member countries were requried to submit their draft updated NECPS to the EU Commission. Portugal submitted the updated draft in July 2023.","Electricity generation in GW is listed in Table 11 on p. 47 of the draft NECP document.

Battery and pumped hydro storage targets are in Table 22.",FALSE
48,ITA,NATIONAL PLAN INTEGRATED FOR ENERGY AND CLIMATE,Directorate-General for Communication | Directorate-General for Energy,Undergoing legislative process,2023-07-01,https://commission.europa.eu/publications/italy-draft-updated-necp-2021-2030_en,"Under the EU Regulation on the governance of energy union and climate action (EU 2018/21999), adopted in 2019 as part of the Clean Energy for All Europeans Package, all EU countries must submit 10-year national energy and climate plans (NECPs) to outline how they intend to meet the EU energy and climate targets for 2030. In line with Article 14 of the Governance Regulation, EU member countries were required to submit their draft updated NECPS to the EU Commission. Italy submitted the updated draft in July 2023. ","The share of generation figures have been calculated by using the ""denominator"" figure on page. 78",FALSE
75,SWE,Draft updated National Energy and Climate Plan (NECP) for Sweden,Directorate-General for Energy | Directorate-General for Climate Action,Undergoing legislative process,2023-07-10,https://commission.europa.eu/publications/sweden-draft-updated-necp-2021-2030_en,"Under the EU Regulation on the governance of energy union and climate action (EU 2018/21999), adopted in 2019 as part of the Clean Energy for All Europeans Package, all EU countries must submit 10-year national energy and climate plans (NECPs) to outline how they intend to meet the EU energy and climate targets for 2030. In line with Article 14 of the Governance Regulation, EU member countries were required to submit their draft updated NECPS to the EU Commission. Sweden updated its NECP document in July 2023. Sweden does not give a share of renewable targets in total generation, or projected generation from renewables. Additional policy mechanisms, such as the Climate Act (2017: 720) regulates the Government’s climate policy work.

Sweden aims to be net-zero by 2045; however, the updated NECP states that Sweden does not have a national target for the share of renewable energy by 2030. A new, more ambitious national renewable contribution plan is to be published in the final report. Additionally, it is stated that Sweden did not update the indicative target trajectory in this draft either. In the latest scenario available, the total installed electricity generation capacity will increase from 44 GW in 2021 to 67 GW in 2030. The installed capacity of wind power will increase by 13 GW between 2021 and 2030.
The scenario model lacks information on how the additional capacity will be allocated between new capacity and upgrades. Sweden's energy ministry states no updates to projections will be made until the 2024 NECP updates.
","Data taken from Europe team's NECP tracker. 


https://docs.google.com/spreadsheets/d/1T43kyFWMNTtUAF88yE6D9CgImRCr6gVG1d_5qqpm-j0/edit#gid=100758637",FALSE
76,NLD,Draft update of the National Plan Energy and Climate,Directorate-General for Energy | Directorate-General for Climate Action,Undergoing legislative process,2023-07-03,https://commission.europa.eu/system/files/2023-07/EN_NETHERLANDS%20DRAFT%20UPDATED%20NECpg.pdf,"Under the EU Regulation on the governance of energy union and climate action (EU 2018/21999), adopted in 2019 as part of the Clean Energy for All Europeans Package, all EU countries must submit 10-year national energy and climate plans (NECPs) to outline how they intend to meet the EU energy and climate targets for 2030. In line with Article 14 of the Governance Regulation, EU member countries were required to submit their draft updated NECPS to the EU Commission. The Netherlands updated its NECP document in July 2023.","Data taken from Europe team's NECP tracker. 


https://docs.google.com/spreadsheets/d/1T43kyFWMNTtUAF88yE6D9CgImRCr6gVG1d_5qqpm-j0/edit#gid=100758637

Annex 4 from the updated Draft NECP",FALSE
77,LUX,Luxembourg National Energy and Climate Plan,Directorate-General for Communication,Undergoing legislative process,2023-07-24,https://commission.europa.eu/publications/luxembourg-draft-updated-necp-2021-2030_en,"Under the EU Regulation on the governance of energy union and climate action (EU 2018/21999), adopted in 2019 as part of the Clean Energy for All Europeans Package, all EU countries must submit 10-year national energy and climate plans (NECPs) to outline how they intend to meet the EU energy and climate targets for 2030. In line with Article 14 of the Governance Regulation, EU member countries were required to submit their draft updated NECPS to the EU Commission. Luxembourg updated its NECP document in July 2023. 

Luxembourg aims to reach carbon neutrality by 2050 and accelerate deployment of renewable energy sources in electricity. In addition to its adoption of the EU NECPs, Luxembourg has set forth a Climate Law to establish governance of climate targets. In 2030, renewable electricity produced is set to reach 37% of final electricity consumption, and increase to 100% in 2035. This shows a significant jump with ambitious targets of rapid deployments in renewables, and the NECP document does show explicit targets for each technology projected up to the year 2030.","Data taken from Europe team's NECP tracking sheet
 https://docs.google.com/spreadsheets/d/1hCR5k1QoOscoVvA0x5kV6vL_L44Fpoln6Ze1oGDE5Es/edit#gid=195303560

p. 34-35 Table 7: Updated NECP – Proposed evolution of renewable technologies in the renewable electricity sector",FALSE
78,LTU,Lithuania National Energy and Climate Plan,MINISTRY OF ENERGY OF THE REPUBLIC OF LITHUANIA,Undergoing legislative process,2023-07-27,https://commission.europa.eu/system/files/2023-07/LITHUANIA%20DRAFT%20UPDATED%20NECP%20EN.pdf,"Under the EU Regulation on the governance of energy union and climate action (EU 2018/21999), adopted in 2019 as part of the Clean Energy for All Europeans Package, all EU countries must submit 10-year national energy and climate plans (NECPs) to outline how they intend to meet the EU energy and climate targets for 2030. In line with Article 14 of the Governance Regulation, EU member countries were required to submit their draft updated NECPS to the EU Commission. Lithuania updated its NECP document in July 2023.

Lithuania provides projected generation from renewable fuels for 2030, but does not provide total projected generation for 2030. The Lithuanian Ministry of Energy does not list explicit targets for each renewable technology; however, projections for 3 scenarios are depicted in the Annex of the updated Draft NECP. The figures listed in the document are not reliable as they do not add up to the total generation listed.","Data taken from Europe team's NECP tracking sheet
 https://docs.google.com/spreadsheets/d/1hCR5k1QoOscoVvA0x5kV6vL_L44Fpoln6Ze1oGDE5Es/edit#gid=195303560


Annex 2, p. 337, section 2.2 national policy's projection on electricity generation figures for scenario highlighted in green.

It should be noted that the Europe team does not trust the numbers submitted by the Lithuanian government for their NECP data...",FALSE
79,HUN,National Energy and Climate Plan,Government of Hungary Ministry of Energy,Undergoing legislative process,2023-09-04,https://commission.europa.eu/publications/hungary-draft-updated-necp-2021-2030_en,"Under the EU Regulation on the governance of energy union and climate action (EU 2018/21999), adopted in 2019 as part of the Clean Energy for All Europeans Package, all EU countries must submit 10-year national energy and climate plans (NECPs) to outline how they intend to meet the EU energy and climate targets for 2030. In line with Article 14 of the Governance Regulation, EU member countries were required to submit their draft updated NECPS to the EU Commission. Hungary has recently updated its draft NECP in September 2023.

The Ministry of Innovation and Technology has submitted an updated NECP, which provides a sectoral breakdown of each renewable technology, including electricity. The energy and climate strategy entails maintaining nuclear capacity while increasing renewables in electricity generation, mainly through PV panel capacity installations. Hungary’s generation from solar has grown in recent years due to declining costs and aid, and both WEM and WAM modelling scenarios show an increase continuation for solar in 2030. It should be noted that while there are ambitions to augment solar power generation capacity, the report notes that Hungary will continue relying on gas-fired plants until innovative solutions on weather-dependent renewables can be sustained for storage. The WAM Scenario’s projections are used in the research. ","Data taken from Europe team's NECP tracking sheet
 https://docs.google.com/spreadsheets/d/1hCR5k1QoOscoVvA0x5kV6vL_L44Fpoln6Ze1oGDE5Es/edit#gid=195303560


Generation data: NECP Annex 2-3 WAM Scenario file, also saved in Dropbox

Capacity data: NECP p.44 Table 1 – Renewable electricity generation capacities by technology (built-in capacity, MW) also Annex 2-3",FALSE
80,EST,Estonia Draft update of the national energy and climate plan,Directorate-General for Communication,Undergoing legislative process,2023-08-17,https://commission.europa.eu/publications/estonia-draft-updated-necp-2021-2030_en,"Under the EU Regulation on the governance of energy union and climate action (EU 2018/21999), adopted in 2019 as part of the Clean Energy for All Europeans Package, all EU countries must submit 10-year national energy and climate plans (NECPs) to outline how they intend to meet the EU energy and climate targets for 2030. In line with Article 14 of the Governance Regulation, EU member countries were required to submit their draft updated NECPS to the EU Commission. 

Estonia has set an ambitious goal of reaching 100% renewable electricity by 2030, which it aims to meet through the increase in production volumes in wind (both onshore and offshore) solar, in addition to energy storage through pump hydroelectric power stations and batteries. Estonia’s updated NECP provides a breakdown of each renewable technology up to 2030 with explicit targets.","Section 3.1.2.1. AE sectoral share curves for 2021-2030

p. 153, Figure 48 - share of renewables to reach 67% by 2030

Table 2.4, p29",FALSE
126,IDN,Accelerating Just Energy Transition in Indonesia 2023,JETP Indonesia,Undergoing legislative process,2023-11-01,https://jetp-id.org/storage/jetp-comprehensive-investment-and-policy-plan-2023-draft-for-public-consultation-en.pdf,"By 2030, Indonesia has been proposed to reach 29 GW of solar, 9 GW of wind, 25 GW of hydro, bio, and other renewable capacity. Indonesia suggested by the JET-P initiative to reach at least 44% renewables in its power generation by 2030. 

Just Energy Transition Partnership Indonesia (JETP)  was established at the G20 Summit in 2022, as a financing mechanism to support Indonesia’s decarbonisation.  The JETP partners require Indonesia to reach at least 33% of renewables in power generation by 2030.

On November 1st, 2023, the JETP Secretariat released the Comprehensive Investment and Policy Plan (CIPP). The CIPP is undergoing a public consultation process, with an aim to be finalised by the 21st of November, 2023.  The CIPP sets an even higher target for the share of renewables, along with an annual capacity target for renewables. 

However, the CIPP is not a legally binding document. The Government of Indonesia will use it as a basis for power sector planning and policymaking. Furthermore, the targets are to be finalised next year when they are included in the PLN plan (RUPTL) and in the medium-term national development plan (RPJMN). Therefore, the targets used in this tracker are implicit targets with low-confidence. ",p. 44 Table 5.2-4,FALSE
72,CHE,Energieperspektiven Synthese 2050,Swiss Federal Office of Energy,Written into law,2013-10-05,https://www.bfe.admin.ch/bfe/en/home/policy/energy-strategy-2050/documentation/energy-perspectives-2050.html,"The Federal Assembly of the Swiss Confederation has voted on Articles 64, 74–76, 89, and 91 of the Federal Energy Act, highlighting reducing energy demand and increasing the share of renewables. Switzerland puts a firm stance against nuclear, and a focus on increasing hydro as the main source of renewable energy, among others. The Energy Perspectives 2050 document was produced as the first iteration of the Energy Strategy 2050 Package. Following policy revisions in 2011, the coverage of the strategy was updated from 2035 to 2050 and formed the current version of the document. The document is outdated as it was last updated in 2013. 
",,FALSE
97,COL,Ley de Accion Climatica N°2169/2021,Government of Colombia,Written into law,2021-01-01,https://www.minambiente.gov.co/documento-normativa/ley-2169-de-2021/,"Colombia set its legally binding target to reach net zero by 2050 through Ley de Accion Climatica N°2169/2021. However, this law does not set a power-sector specific targets for renewables.",,FALSE
82,RUS,INTERNATIONAL ENERGY OUTLOOK 2023,EIA,Assumption,2023-01-01,https://www.eia.gov/outlooks/ieo/data.php,"Russia does not have renewable capacity target. Therefore, we take projections from the EIA's International Energy Outlook 2023 (reference case). ",,TRUE
87,SYR,Renewable capacity in 2022,Ember,Assumption,2022-01-01,,"Syria does not have renewable target. Therefore, we take renewable capacity in 2022, assuming no growth. ",,TRUE
227,BEL,Ember Research,Ember Energy,Assumption,2025-12-31,https://ember-energy.org/data/live-eu-necp-tracker/#dataset,"Belgium's final National Energy and Climate Plan 2021-2030 did not include capacity data. The Ember Europe team calculated and effective share target using a proxy for fossil and nuclear absolute generation from Elia's Federal Development Plan 2024-2034 to calculate total generation and then renewable, clean and fossil shares from the final NECP.",,TRUE
176,KWT,Kuwait Government Online | News,Kuwait Government Online,Executive order,2024-04-17,https://e.gov.kw/sites/kgoenglish/Pages/ApplicationPages/NewsDetail.aspx?nid=26565794,"Kuwait has prepared a new strategy to incorporate renewables into its energy mix. On March 7, 2024, the Minister of Electricity, Water and Renewable Energy, Salem al-Hajraf, unveiled the 2030-50 renewable energy strategy, detailing plans to install 22 GW of renewable energy by the end of the decade. In addition to large-scale projects, the strategy will allow Kuwaiti citizens to install rooftop solar panels and sell excess energy to the state, the minister explained, as quoted by Kuwait News Agency. This statement covers the declarations made by the Director General of the Kuwait Institute for Scientific Research (KISR) Dr. Mashan Al-Otaibi.

Only an aggregate total for Kuwait's renewable capacity target for 2030 is mentioned in the statement. Renewable technology breakdown is not provided in the 2030 capacity target.","""Kuwait on Wednesday declared updating its renewable energy goals and enhancing strategies of energy efficiency, affirming its outstanding role for a zero-carbon future in line with continued commitments to sustainability and renewable energy. This came in a speech delivered by Director General of Kuwait Institute for Scientific Research (KISR) Dr. Mashan Al-Otaibi. Al-Otaibi reviewed efforts made by Kuwait to double renewable energy production from 15 to 30 percent by 2030 to 50 percent by 2050. These goals are part of the strategy of the Ministry of Electricity, Water and Renewable Energy announced by Minister Salem Al-Hajraf in March""",TRUE
